변환,원자료
"2021/12/14","1,182.60"
"2021/12/15","1,185.20"
"2021/12/16","1,183.90"
"2021/12/17","1,180.90"
"2021/12/20","1,190.80"
"2021/12/21","1,192.90"
"2021/12/22","1,192.00"
"2021/12/23","1,187.90"
"2021/12/24","1,186.60"
"2021/12/27","1,186.80"
"2021/12/28","1,188.00"
"2021/12/29","1,186.50"
"2021/12/30","1,188.80"
"2021/12/31",""
"2022/01/03","1,191.80"
"2022/01/04","1,194.10"
"2022/01/05","1,196.90"
"2022/01/06","1,200.90"
"2022/01/07","1,201.50"
"2022/01/10","1,199.10"
"2022/01/11","1,194.80"
"2022/01/12","1,190.50"
"2022/01/13","1,187.50"
"2022/01/14","1,187.30"
"2022/01/17","1,192.70"
"2022/01/18","1,190.10"
"2022/01/19","1,191.70"
"2022/01/20","1,192.40"
"2022/01/21","1,194.00"
"2022/01/24","1,196.10"
"2022/01/25","1,198.60"
"2022/01/26","1,197.70"
"2022/01/27","1,202.80"
"2022/01/28","1,205.50"
"2022/02/03","1,206.40"
"2022/02/04","1,197.00"
"2022/02/07","1,200.70"
"2022/02/08","1,197.70"
"2022/02/09","1,196.50"
"2022/02/10","1,196.50"
"2022/02/11","1,198.50"
"2022/02/14","1,191.10"
"2022/02/15","1,199.80"
"2022/02/16","1,197.60"
"2022/02/17","1,197.10"
"2022/02/18","1,195.90"
"2022/02/21","1,192.10"
"2022/02/22","1,192.70"
"2022/02/23","1,193.60"
"2022/02/24","1,202.40"
"2022/02/25","1,201.60"
"2022/02/28","1,202.30"
"2022/03/02","1,206.10"
"2022/03/03","1,204.60"
"2022/03/04","1,214.20"
"2022/03/07","1,227.10"
"2022/03/08","1,237.00"
"2022/03/10","1,228.30"
"2022/03/11","1,232.00"
"2022/03/14","1,242.30"
"2022/03/15","1,242.80"
"2022/03/16","1,235.70"
"2022/03/17","1,214.30"
"2022/03/18","1,207.60"
"2022/03/21","1,216.30"
"2022/03/22","1,218.10"
"2022/03/23","1,213.80"
"2022/03/24","1,218.80"
"2022/03/25","1,218.80"
"2022/03/28","1,227.30"
"2022/03/29","1,219.80"
"2022/03/30","1,209.60"
"2022/03/31","1,212.10"
"2022/04/01","1,215.50"
"2022/04/04","1,214.40"
"2022/04/05","1,212.70"
"2022/04/06","1,218.30"
"2022/04/07","1,219.50"
"2022/04/08","1,225.10"
"2022/04/11","1,233.10"
"2022/04/12","1,236.20"
"2022/04/13","1,228.00"
"2022/04/14","1,224.70"
"2022/04/15","1,229.60"
"2022/04/18","1,234.40"
"2022/04/19","1,236.90"
"2022/04/20","1,236.10"
"2022/04/21","1,239.00"
"2022/04/22","1,239.10"
"2022/04/25","1,249.90"
"2022/04/26","1,250.80"
"2022/04/27","1,265.20"
"2022/04/28","1,272.50"
"2022/04/29","1,255.90"
"2022/05/02","1,265.10"
"2022/05/03","1,267.80"
"2022/05/04","1,266.30"
"2022/05/06","1,272.70"
"2022/05/09","1,274.00"
"2022/05/10","1,276.40"
"2022/05/11","1,275.50"
"2022/05/12","1,288.60"
"2022/05/13","1,284.20"
"2022/05/16","1,284.10"
"2022/05/17","1,275.00"
"2022/05/18","1,266.60"
"2022/05/19","1,277.70"
"2022/05/20","1,268.10"
"2022/05/23","1,264.10"
"2022/05/24","1,266.20"
"2022/05/25","1,264.60"
"2022/05/26","1,267.00"
"2022/05/27","1,256.20"
"2022/05/30","1,238.60"
"2022/05/31","1,237.20"
"2022/06/02","1,252.10"
"2022/06/03","1,242.70"
"2022/06/07","1,257.70"
"2022/06/08","1,253.80"
"2022/06/09","1,256.90"
"2022/06/10","1,268.90"
"2022/06/13","1,284.00"
"2022/06/14","1,286.40"
"2022/06/15","1,290.50"
"2022/06/16","1,285.60"
"2022/06/17","1,287.30"
"2022/06/20","1,292.40"
"2022/06/21","1,293.60"
"2022/06/22","1,297.30"
"2022/06/23","1,301.80"
"2022/06/24","1,298.20"
"2022/06/27","1,286.50"
"2022/06/28","1,283.40"
"2022/06/29","1,299.00"
"2022/06/30","1,298.40"
"2022/07/01","1,297.30"
"2022/07/04","1,297.10"
"2022/07/05","1,300.30"
"2022/07/06","1,306.30"
"2022/07/07","1,299.80"
"2022/07/08","1,300.40"
"2022/07/11","1,303.90"
"2022/07/12","1,312.10"
"2022/07/13","1,306.90"
"2022/07/14","1,312.10"
"2022/07/15","1,326.10"
"2022/07/18","1,317.40"
"2022/07/19","1,313.40"
"2022/07/20","1,312.90"
"2022/07/21","1,307.70"
"2022/07/22","1,313.00"
"2022/07/25","1,313.70"
"2022/07/26","1,307.60"
"2022/07/27","1,313.30"
"2022/07/28","1,296.10"
"2022/07/29","1,299.10"
"2022/08/01","1,304.00"
"2022/08/02","1,304.70"
"2022/08/03","1,310.30"
"2022/08/04","1,310.10"
"2022/08/05","1,298.30"
"2022/08/08","1,306.40"
"2022/08/09","1,304.60"
"2022/08/10","1,310.40"
"2022/08/11","1,303.00"
"2022/08/12","1,302.40"
"2022/08/16","1,308.10"
"2022/08/17","1,310.30"
"2022/08/18","1,320.70"
"2022/08/19","1,325.90"
"2022/08/22","1,339.80"
"2022/08/23","1,345.50"
"2022/08/24","1,342.10"
"2022/08/25","1,335.20"
"2022/08/26","1,331.30"
"2022/08/29","1,350.40"
"2022/08/30","1,346.70"
"2022/08/31","1,337.60"
"2022/09/01","1,354.90"
"2022/09/02","1,362.60"
"2022/09/05","1,371.40"
"2022/09/06","1,371.70"
"2022/09/07","1,384.20"
"2022/09/08","1,380.80"
"2022/09/13","1,373.60"
"2022/09/14","1,390.90"
"2022/09/15","1,393.70"
"2022/09/16","1,388.00"
"2022/09/19","1,393.60"
"2022/09/20","1,389.50"
"2022/09/21","1,394.20"
"2022/09/22","1,409.70"
"2022/09/23","1,409.30"
"2022/09/26","1,431.30"
"2022/09/27","1,421.50"
"2022/09/28","1,439.90"
"2022/09/29","1,438.90"
"2022/09/30","1,430.20"
"2022/10/04","1,426.50"
"2022/10/05","1,410.10"
"2022/10/06","1,402.40"
"2022/10/07","1,412.40"
"2022/10/11","1,435.20"
"2022/10/12","1,424.90"
"2022/10/13","1,431.30"
"2022/10/14","1,428.50"
"2022/10/17","1,435.30"
"2022/10/18","1,422.70"
"2022/10/19","1,426.20"
"2022/10/20","1,433.30"
"2022/10/21","1,439.80"
"2022/10/24","1,439.70"
"2022/10/25","1,433.10"
"2022/10/26","1,426.60"
"2022/10/27","1,417.00"
"2022/10/28","1,421.50"
"2022/10/31","1,424.30"
"2022/11/01","1,417.20"
"2022/11/02","1,417.40"
"2022/11/03","1,423.80"
"2022/11/04","1,419.20"
"2022/11/07","1,401.20"
"2022/11/08","1,384.90"
"2022/11/09","1,364.80"
"2022/11/10","1,377.50"
"2022/11/11","1,318.40"
"2022/11/14","1,325.90"
"2022/11/15","1,317.60"
"2022/11/16","1,325.00"
"2022/11/17","1,339.10"
"2022/11/18","1,340.30"
"2022/11/21","1,354.70"
"2022/11/22","1,356.60"
"2022/11/23","1,351.80"
"2022/11/24","1,328.20"
"2022/11/25","1,323.70"
"2022/11/28","1,340.20"
"2022/11/29","1,326.60"
"2022/11/30","1,318.80"
"2022/12/01","1,299.70"
"2022/12/02","1,299.90"
"2022/12/05","1,292.60"
"2022/12/06","1,318.80"
"2022/12/07","1,321.70"
"2022/12/08","1,318.00"
"2022/12/09","1,301.30"
"2022/12/12","1,307.20"
"2022/12/13","1,306.00"
"2022/12/14","1,296.30"
"2022/12/15","1,303.10"
"2022/12/16","1,305.40"
"2022/12/19","1,302.90"
"2022/12/20","1,289.60"
"2022/12/21","1,285.70"
"2022/12/22","1,276.20"
"2022/12/23","1,280.80"
"2022/12/26","1,274.80"
"2022/12/27","1,271.40"
"2022/12/28","1,267.00"
"2022/12/29","1,264.50"
"2022/12/30",""
"2023/01/02","1,272.60"
"2023/01/03","1,271.00"
"2023/01/04","1,271.70"
"2023/01/05","1,269.40"
"2023/01/06","1,268.60"
"2023/01/09","1,243.50"
"2023/01/10","1,244.70"
"2023/01/11","1,246.20"
"2023/01/12","1,245.80"
"2023/01/13","1,241.30"
"2023/01/16","1,235.30"
"2023/01/17","1,238.70"
"2023/01/18","1,237.40"
"2023/01/19","1,232.10"
"2023/01/20","1,235.50"
"2023/01/25","1,231.70"
"2023/01/26","1,230.70"
"2023/01/27","1,231.30"
"2023/01/30","1,227.40"
"2023/01/31","1,231.90"
